Baseline 100%T,,Illy,,Mucilago,,Cafeina,,Ox,,Mi,,Ch,,Go,,Verde,,C2,,C1,,C3,,C4,,OFL1,,OFL2,,OFL3,,
Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,
1478,41.42765808,1478,76.84210205,1478,91.56247711,1478,83.10701752,1478,72.64316559,1478,74.86594391,1478,72.71149445,1478,78.6468277,1478,81.42460632,1478,94.00803375,1478,101.2748489,1478,114.7907486,1478,90.74537659,1478,144.4553986,1478,157.2007599,1478,76.17094421,
1477,41.39262009,1477,76.95175171,1477,91.7463913,1477,83.20265198,1477,72.74435425,1477,74.95272064,1477,72.71976471,1477,78.77170563,1477,81.48619843,1477,94.12673187,1477,101.3694611,1477,114.7718811,1477,90.71989441,1477,144.602951,1477,157.3842773,1477,76.25566864,
1476,41.4066391,1476,76.8483429,1476,91.68625641,1476,83.15550995,1476,72.68191528,1476,74.83371735,1476,72.68486786,1476,78.68061066,1476,81.47932434,1476,94.05947113,1476,101.3170853,1476,114.8318176,1476,90.61479187,1476,144.4556885,1476,157.2436371,1476,76.27560425,
1475,41.4312706,1475,76.8274765,1475,91.62698364,1475,83.20321655,1475,72.63605499,1475,74.71012115,1475,72.59912109,1475,78.68959808,1475,81.431633,1475,93.97991943,1475,101.1765137,1475,114.6675262,1475,90.41807556,1475,144.3379211,1475,157.1212463,1475,76.20769501,
1474,41.40948105,1474,76.79455566,1474,91.66459656,1474,83.28261566,1474,72.66526794,1474,74.83992767,1474,72.67570496,1474,78.70972443,1474,81.43341064,1474,94.0524292,1474,101.227272,1474,114.8331909,1474,90.3601532,1474,144.4391174,1474,157.2158203,1474,76.18227386,
1473,41.45628738,1473,76.68622589,1473,91.55187988,1473,83.27052307,1473,72.54723358,1473,74.76997375,1473,72.51459503,1473,78.54881287,1473,81.38256073,1473,93.97975922,1473,101.0552368,1473,114.6348267,1473,90.13574982,1473,144.3207092,1473,157.040802,1473,76.13069153,
1472,41.48114777,1472,76.6468277,1472,91.52659607,1472,83.30683899,1472,72.50258636,1472,74.73622894,1472,72.41021729,1472,78.55070496,1472,81.32944489,1472,93.88323975,1472,101.0607986,1472,114.609024,1472,89.91609192,1472,144.2090149,1472,156.9369965,1472,76.07659912,
1471,41.47960281,1471,76.66517639,1471,91.56960297,1471,83.36535645,1471,72.52035522,1471,74.65892029,1471,72.48251343,1471,78.5887146,1471,81.27934265,1471,93.91133881,1471,101.0977859,1471,114.5992126,1471,89.94910431,1471,144.1645355,1471,156.9474487,1471,76.04224396,
1470,41.48247147,1470,76.62007904,1470,91.57022095,1470,83.50611115,1470,72.53308105,1470,74.71893311,1470,72.40032196,1470,78.54306793,1470,81.32328033,1470,93.93982697,1470,101.0395203,1470,114.6930847,1470,89.78638458,1470,144.1673431,1470,156.9291687,1470,76.01107788,
1469,41.4874649,1469,76.66221619,1469,91.55542755,1469,83.49597168,1469,72.47811127,1469,74.65268707,1469,72.47410583,1469,78.50312805,1469,81.36437988,1469,93.88724518,1469,101.0794525,1469,114.6837921,1469,89.72533417,1469,144.1891174,1469,156.9008484,1469,76.0365448,
1468,41.5318985,1468,76.48545074,1468,91.47931671,1468,83.53304291,1468,72.33842468,1468,74.67001343,1468,72.33479309,1468,78.42725372,1468,81.20076752,1468,93.79026031,1468,101.0159607,1468,114.6357193,1468,89.74365234,1468,144.1068115,1468,156.7657471,1468,75.89591217,
1467,41.53361893,1467,76.48961639,1467,91.45051575,1467,83.62980652,1467,72.37023163,1467,74.6315155,1467,72.31855774,1467,78.41722107,1467,81.34584045,1467,93.79789734,1467,101.0052567,1467,114.6925659,1467,89.65081787,1467,144.1125641,1467,156.7638092,1467,75.93068695,
1466,41.51433563,1466,76.55349731,1466,91.50760651,1466,83.72093201,1466,72.39749146,1466,74.65333557,1466,72.37798309,1466,78.49436188,1466,81.3195343,1466,93.88499451,1466,101.1011963,1466,114.8674622,1466,89.64123535,1466,144.1518402,1466,156.8010254,1466,75.91207123,
1465,41.56096649,1465,76.50641632,1465,91.43018341,1465,83.77073669,1465,72.30989838,1465,74.58507538,1465,72.33760071,1465,78.44441223,1465,81.20179749,1465,93.78705597,1465,101.0960236,1465,114.7987823,1465,89.54920959,1465,144.0159149,1465,156.6759491,1465,75.78125763,
1464,41.55806732,1464,76.49714661,1464,91.4655304,1464,83.80834961,1464,72.39917755,1464,74.57984924,1464,72.29586029,1464,78.39614105,1464,81.26059723,1464,93.80039215,1464,101.0890503,1464,114.8386002,1464,89.65523529,1464,144.0372162,1464,156.6710663,1464,75.81887817,
1463,41.57133865,1463,76.48417664,1463,91.54658508,1463,83.97038269,1463,72.32084656,1463,74.63638306,1463,72.36902618,1463,78.41184998,1463,81.24411011,1463,93.77110291,1463,101.0812607,1463,114.8452759,1463,89.57624817,1463,144.0241394,1463,156.6202087,1463,75.81512451,
1462,41.56934738,1462,76.42393494,1462,91.54204559,1462,83.97825623,1462,72.32051849,1462,74.68714905,1462,72.33714294,1462,78.39115906,1462,81.30198669,1462,93.75881195,1462,101.1716156,1462,114.9251556,1462,89.57826233,1462,144.0121002,1462,156.6490936,1462,75.80483246,
1461,41.56540298,1461,76.5324173,1461,91.61664581,1461,84.03475952,1461,72.39988708,1461,74.64630127,1461,72.36379242,1461,78.44972229,1461,81.33287811,1461,93.7409668,1461,101.1754837,1461,115.0066528,1461,89.59766388,1461,144.0511932,1461,156.5947418,1461,75.80279541,
1460,41.60182953,1460,76.43202209,1460,91.53625488,1460,84.06435394,1460,72.32136536,1460,74.63484192,1460,72.27076721,1460,78.39199066,1460,81.32990265,1460,93.64491272,1460,101.085495,1460,114.9361267,1460,89.52093506,1460,143.879364,1460,156.560257,1460,75.73582458,
1459,41.59370041,1459,76.48910522,1459,91.66624451,1459,84.14353943,1459,72.36936951,1459,74.63087463,1459,72.39337158,1459,78.38441467,1459,81.3297348,1459,93.65847015,1459,101.1339874,1459,114.9457245,1459,89.49541473,1459,143.8730774,1459,156.5193939,1459,75.79066467,
1458,41.59832764,1458,76.51420593,1458,91.67939758,1458,84.24359131,1458,72.3862381,1458,74.6973877,1458,72.35684967,1458,78.47166443,1458,81.38764191,1458,93.61978912,1458,101.2087708,1458,114.9234543,1458,89.51399994,1458,143.9514923,1458,156.5158081,1458,75.75515747,
1457,41.63549042,1457,76.42787933,1457,91.56948853,1457,84.26889038,1457,72.36152649,1457,74.67160797,1457,72.27754211,1457,78.39038086,1457,81.40779114,1457,93.52548981,1457,101.0531311,1457,114.8193207,1457,89.38531494,1457,143.9225769,1457,156.4063416,1457,75.65587616,
1456,41.62491989,1456,76.53923798,1456,91.67766571,1456,84.23316193,1456,72.39027405,1456,74.75110626,1456,72.3217926,1456,78.48690033,1456,81.39287567,1456,93.57783508,1456,101.160141,1456,114.7963867,1456,89.27338409,1456,143.8486328,1456,156.4359283,1456,75.65653992,
1455,41.63845825,1455,76.53691101,1455,91.68669891,1455,84.35272217,1455,72.37776184,1455,74.73073578,1455,72.35700226,1455,78.38515472,1455,81.49987793,1455,93.48156738,1455,101.0303879,1455,114.7401199,1455,89.14188385,1455,143.8185272,1455,156.2653351,1455,75.64208221,
1454,41.64421463,1454,76.50191498,1454,91.67550659,1454,84.37045288,1454,72.49185181,1454,74.74820709,1454,72.36232758,1454,78.45474243,1454,81.4941864,1454,93.4397049,1454,101.0528946,1454,114.7547226,1454,88.93294525,1454,143.7972107,1454,156.269043,1454,75.57987976,
1453,41.62205887,1453,76.6619873,1453,91.77688599,1453,84.47835541,1453,72.5639267,1453,74.80351257,1453,72.46276093,1453,78.45165253,1453,81.56147766,1453,93.4362793,1453,101.0007477,1453,114.7549515,1453,88.85346222,1453,143.9147949,1453,156.3199158,1453,75.5586853,
1452,41.65228653,1452,76.67359924,1452,91.76520538,1452,84.47502899,1452,72.48126984,1452,74.83824921,1452,72.44548798,1452,78.36824036,1452,81.53038788,1452,93.29960632,1452,100.964447,1452,114.5638962,1452,88.51143646,1452,143.791153,1452,156.1682587,1452,75.53699493,
1451,41.65677643,1451,76.69108582,1451,91.83653259,1451,84.51841736,1451,72.56723022,1451,74.87192535,1451,72.44667053,1451,78.49441528,1451,81.62152863,1451,93.2461319,1451,100.9456253,1451,114.5656815,1451,88.27896881,1451,143.720459,1451,156.1740723,1451,75.46512604,
1450,41.63271332,1450,76.81687164,1450,91.8972168,1450,84.5717392,1450,72.69667816,1450,75.01519012,1450,72.59593964,1450,78.55143738,1450,81.7183075,1450,93.2687912,1450,100.9643784,1450,114.5715485,1450,88.02954865,1450,143.8115692,1450,156.2984619,1450,75.50585938,
1449,41.64191055,1449,76.85583496,1449,91.87522125,1449,84.64344025,1449,72.6652832,1449,74.96682739,1449,72.56790161,1449,78.646698,1449,81.80202484,1449,93.21370697,1449,100.8731003,1449,114.4746094,1449,87.82514954,1449,143.6667786,1449,156.162674,1449,75.47905731,
1448,41.63682556,1448,76.96012115,1448,91.91345978,1448,84.6882782,1448,72.81140137,1448,75.10165405,1448,72.6792984,1448,78.62812042,1448,81.80319214,1448,93.18506622,1448,100.7729797,1448,114.4365311,1448,87.52433014,1448,143.771347,1448,156.138855,1448,75.46823883,
1447,41.64003754,1447,77.01578522,1447,91.93523407,1447,84.70161438,1447,72.81556702,1447,75.18865204,1447,72.71489716,1447,78.74002075,1447,81.86147308,1447,93.12740326,1447,100.7850418,1447,114.3978577,1447,87.1658783,1447,143.7163391,1447,156.1422577,1447,75.44992828,
1446,41.6643219,1446,77.12779999,1446,92.00154877,1446,84.77040863,1446,72.8632431,1446,75.25292206,1446,72.68656158,1446,78.71986389,1446,81.93367004,1446,93.03423309,1446,100.7234192,1446,114.3514481,1446,86.72903442,1446,143.5813599,1446,156.0220184,1446,75.4527359,
1445,41.63949966,1445,77.23690033,1445,92.15380096,1445,84.88049316,1445,73.03044128,1445,75.33649445,1445,72.90604401,1445,78.83541107,1445,82.06208038,1445,93.010849,1445,100.6923828,1445,114.376709,1445,86.5488739,1445,143.7110443,1445,156.1231232,1445,75.41056061,
1444,41.69239426,1444,77.30856323,1444,92.09721375,1444,84.83852386,1444,73.01221466,1444,75.31407166,1444,72.84248352,1444,78.8496933,1444,82.02452087,1444,92.87326813,1444,100.5272369,1444,114.1367645,1444,86.02087402,1444,143.5250702,1444,155.8762817,1444,75.28083038,
1443,41.63853836,1443,77.47872162,1443,92.30974579,1443,84.95095825,1443,73.22637939,1443,75.57925415,1443,73.07369995,1443,79.02787018,1443,82.23407745,1443,92.9642868,1443,100.6954346,1443,114.3459702,1443,85.89141083,1443,143.6831818,1443,156.0779114,1443,75.4381485,
1442,41.65628052,1442,77.5954895,1442,92.35046387,1442,85.06996918,1442,73.39715576,1442,75.71240997,1442,73.15868378,1442,79.03324127,1442,82.30073547,1442,92.81022644,1442,100.6647568,1442,114.2335663,1442,85.45433807,1442,143.6407471,1442,155.9600372,1442,75.2875061,
1441,41.6782341,1441,77.70828247,1441,92.44769287,1441,85.00617981,1441,73.43141174,1441,75.72922516,1441,73.17198944,1441,79.16866302,1441,82.3312912,1441,92.70890808,1441,100.5300522,1441,114.1616821,1441,85.11450958,1441,143.5714874,1441,155.9082336,1441,75.31629181,
1440,41.67809296,1440,77.91756439,1440,92.57129669,1440,85.11891937,1440,73.60845184,1440,75.90008545,1440,73.28395081,1440,79.21694183,1440,82.48802185,1440,92.67894745,1440,100.4819412,1440,114.1341248,1440,84.78309631,1440,143.5847473,1440,155.8733521,1440,75.29505157,
1439,41.66079712,1439,78.10902405,1439,92.72680664,1439,85.27403259,1439,73.74694061,1439,76.06956482,1439,73.5390625,1439,79.34314728,1439,82.64785767,1439,92.59444427,1439,100.4834747,1439,114.1909027,1439,84.54193115,1439,143.6589966,1439,155.9074554,1439,75.3274231,
1438,41.67565536,1438,78.2414093,1438,92.78086853,1438,85.31383514,1438,73.93096161,1438,76.18067169,1438,73.61810303,1438,79.3976593,1438,82.75830841,1438,92.55796814,1438,100.4421005,1438,114.0964508,1438,84.25060272,1438,143.5737305,1438,155.8356476,1438,75.29102325,
1437,41.66842651,1437,78.47831726,1437,93.03149414,1437,85.35566711,1437,74.09074402,1437,76.40656281,1437,73.72723389,1437,79.62192535,1437,82.86515808,1437,92.45674133,1437,100.4857178,1437,114.1618958,1437,83.92190552,1437,143.605072,1437,155.8733215,1437,75.2565155,
1436,41.6972084,1436,78.61839294,1436,93.0812912,1436,85.47864532,1436,74.278862,1436,76.48110199,1436,73.92915344,1436,79.69216919,1436,82.97489929,1436,92.40759277,1436,100.3071899,1436,114.1086426,1436,83.70296478,1436,143.5091248,1436,155.7219849,1436,75.21661377,
1435,41.67291641,1435,78.92722321,1435,93.38959503,1435,85.77642822,1435,74.56078339,1435,76.76094818,1435,74.14343262,1435,79.94221497,1435,83.22422791,1435,92.4146347,1435,100.3764267,1435,114.0901794,1435,83.5059433,1435,143.7244873,1435,155.7983856,1435,75.22241211,
1434,41.6586113,1434,79.21723938,1434,93.5807724,1434,85.88722992,1434,74.82938385,1434,76.97325134,1434,74.34211731,1434,80.12119293,1434,83.47612,1434,92.36194611,1434,100.4748459,1434,114.1319122,1434,83.29753113,1434,143.7001495,1434,155.8085175,1434,75.19029236,
1433,41.69802856,1433,79.4356842,1433,93.72698975,1433,85.9813385,1433,74.92915344,1433,77.13813782,1433,74.5503006,1433,80.19914246,1433,83.57450104,1433,92.30467224,1433,100.299057,1433,114.0118866,1433,83.13007355,1433,143.6050568,1433,155.7015686,1433,75.10868835,
1432,41.67353439,1432,79.74038696,1432,93.98218536,1432,86.16814423,1432,75.27623749,1432,77.42068481,1432,74.70133972,1432,80.40918732,1432,83.83133698,1432,92.28648376,1432,100.3645325,1432,114.0173569,1432,83.05049133,1432,143.8307953,1432,155.8037109,1432,75.16667938,
1431,41.67822647,1431,79.97661591,1431,94.21772003,1431,86.33323669,1431,75.4425354,1431,77.62289429,1431,74.97218323,1431,80.62137604,1431,83.957901,1431,92.24088287,1431,100.2729874,1431,113.9884567,1431,82.98252869,1431,143.7554474,1431,155.827713,1431,75.13729095,
1430,41.70286942,1430,80.2800827,1430,94.37930298,1430,86.5008316,1430,75.75996399,1430,77.81123352,1430,75.13453674,1430,80.75561523,1430,84.1893158,1430,92.10285187,1430,100.1808014,1430,113.942421,1430,82.81333923,1430,143.7092438,1430,155.65065,1430,75.09318542,
1429,41.70729065,1429,80.57835388,1429,94.66445923,1429,86.80404663,1429,76.06838989,1429,78.10816956,1429,75.3967514,1429,81.03078461,1429,84.43191528,1429,92.10710144,1429,100.2189407,1429,113.8534164,1429,82.76436615,1429,143.771225,1429,155.7014008,1429,75.01121521,
1428,41.69340897,1428,80.98854065,1428,95.04200745,1428,87.04709625,1428,76.30690002,1428,78.32682037,1428,75.60437012,1428,81.22290039,1428,84.64518738,1428,92.08533478,1428,100.087204,1428,113.8299103,1428,82.7532959,1428,143.8970032,1428,155.6803741,1428,75.09908295,
1427,41.73042679,1427,81.12477875,1427,95.2386322,1427,87.18834686,1427,76.6592865,1427,78.57606506,1427,75.83016205,1427,81.36241913,1427,84.83315277,1427,91.94023895,1427,99.96311951,1427,113.7649307,1427,82.71224213,1427,143.7651825,1427,155.5700378,1427,75.03318024,
1426,41.70347595,1426,81.56963348,1426,95.69232941,1426,87.54636383,1426,76.95872498,1426,78.95056152,1426,76.22824097,1426,81.58818817,1426,85.14656067,1426,91.98707581,1426,100.003418,1426,113.7018204,1426,82.78824615,1426,143.9459991,1426,155.6252747,1426,75.03552246,
1425,41.71028137,1425,81.98314667,1425,95.88655853,1425,87.87913513,1425,77.31954193,1425,79.26208496,1425,76.45758057,1425,81.86257172,1425,85.40640259,1425,91.92915344,1425,99.94112396,1425,113.6227264,1425,82.79431152,1425,143.9707336,1425,155.6186829,1425,75.00927734,
1424,41.72820282,1424,82.27576447,1424,96.30987549,1424,88.10461426,1424,77.66651917,1424,79.50253296,1424,76.73400879,1424,82.04914093,1424,85.62786865,1424,91.86396027,1424,99.9078598,1424,113.4552841,1424,82.89717865,1424,143.9122314,1424,155.5760193,1424,74.91443634,
1423,41.74020767,1423,82.63071442,1423,96.53793335,1423,88.4789505,1423,78.00106049,1423,79.78781891,1423,77.01030731,1423,82.34850311,1423,86.00958252,1423,91.83718872,1423,99.79156494,1423,113.3740311,1423,82.89182281,1423,143.974472,1423,155.5036011,1423,74.87267303,
1422,41.73439407,1422,82.96783447,1422,96.95292664,1422,88.83463287,1422,78.37536621,1422,80.12295532,1422,77.38123322,1422,82.64670563,1422,86.32201385,1422,91.79483795,1422,99.75428009,1422,113.2077484,1422,82.97434235,1422,144.1309357,1422,155.5264435,1422,74.84688568,
1421,41.73368073,1421,83.37865448,1421,97.29683685,1421,89.05957031,1421,78.72354126,1421,80.46533203,1421,77.61686707,1421,82.88031006,1421,86.55998993,1421,91.70575714,1421,99.60103607,1421,113.1093979,1421,83.01946259,1421,144.1737366,1421,155.5258942,1421,74.83921814,
1420,41.74457932,1420,83.72468567,1420,97.67383575,1420,89.46104431,1420,79.081604,1420,80.81092834,1420,78.02458191,1420,83.04567719,1420,86.86424255,1420,91.66494751,1420,99.52185059,1420,113.0054016,1420,83.09255981,1420,144.2730255,1420,155.4273682,1420,74.79290771,
1419,41.72930527,1419,84.17848969,1419,98.14629364,1419,89.83027649,1419,79.49222565,1419,81.08338928,1419,78.20815277,1419,83.36132813,1419,87.19054413,1419,91.58256531,1419,99.51050568,1419,112.917923,1419,83.25177002,1419,144.3898621,1419,155.4989471,1419,74.79824829,
1418,41.76209259,1418,84.5462265,1418,98.36968231,1418,90.10667419,1418,79.76218414,1418,81.38802338,1418,78.54508972,1418,83.49153137,1418,87.48506165,1418,91.49567413,1418,99.36930084,1418,112.6866074,1418,83.27719879,1418,144.2895508,1418,155.3396454,1418,74.70607758,
1417,41.7346344,1417,84.94339752,1417,98.92105103,1417,90.59302521,1417,80.24450684,1417,81.78639984,1417,78.87434387,1417,83.76650238,1417,87.90118408,1417,91.5410614,1417,99.2554245,1417,112.5835876,1417,83.41579437,1417,144.5114288,1417,155.4093475,1417,74.69957733,
1416,41.75784683,1416,85.29216003,1416,99.2618866,1416,90.8216629,1416,80.57009888,1416,82.09980011,1416,79.18797302,1416,84.07157135,1416,88.20806885,1416,91.39526367,1416,99.09080505,1416,112.4076385,1416,83.48626709,1416,144.495697,1416,155.314209,1416,74.70672607,
1415,41.7461586,1415,85.70908356,1415,99.67900085,1415,91.24310303,1415,80.96450043,1415,82.42441559,1415,79.56155396,1415,84.29773712,1415,88.55223083,1415,91.32028198,1415,98.94150543,1415,112.1938324,1415,83.75809479,1415,144.6346283,1415,155.2696686,1415,74.71475983,
1414,41.74673462,1414,86.08724976,1414,100.2318268,1414,91.59075928,1414,81.36036682,1414,82.81652832,1414,79.89749146,1414,84.58460999,1414,88.8544693,1414,91.33182526,1414,98.68177795,1414,111.9165649,1414,83.80167389,1414,144.6519012,1414,155.2617035,1414,74.59268188,
1413,41.75606537,1413,86.43551636,1413,100.5919571,1413,91.88087463,1413,81.80023193,1413,83.01519775,1413,80.144104,1413,84.71606445,1413,89.18494415,1413,91.25060272,1413,98.54137421,1413,111.7078629,1413,83.8581543,1413,144.7046204,1413,155.2104187,1413,74.48899078,
1412,41.72812653,1412,86.83263397,1412,100.9319534,1412,92.21807098,1412,82.17602539,1412,83.34409332,1412,80.48741913,1412,85.00814819,1412,89.65628815,1412,91.24009705,1412,98.41558075,1412,111.648262,1412,84.09454346,1412,144.9013519,1412,155.3364563,1412,74.57966614,
1411,41.74082565,1411,87.21216583,1411,101.3588791,1411,92.5161972,1411,82.52216339,1411,83.78768158,1411,80.88710022,1411,85.2223587,1411,89.96504211,1411,91.21731567,1411,98.25778961,1411,111.4985809,1411,84.18854523,1411,144.9636078,1411,155.192627,1411,74.57202911,
1410,41.74569702,1410,87.50258636,1410,101.7195816,1410,92.88026428,1410,82.8754425,1410,84.06814575,1410,81.14122772,1410,85.49458313,1410,90.3200531,1410,91.13891602,1410,98.00422668,1410,111.32901,1410,84.35439301,1410,144.9636536,1410,155.063797,1410,74.5186615,
1409,41.70684433,1409,87.87625885,1409,102.3385773,1409,93.20083618,1409,83.39904785,1409,84.46206665,1409,81.52629089,1409,85.78620911,1409,90.71479797,1409,91.22988892,1409,97.93730927,1409,111.3124695,1409,84.59566498,1409,145.3390808,1409,155.2287903,1409,74.49687195,
1408,41.70959091,1408,88.26274109,1408,102.6747818,1408,93.49739075,1408,83.78172302,1408,84.74088287,1408,81.90685272,1408,85.96835327,1408,91.04021454,1408,91.2503891,1408,97.76399994,1408,111.2193451,1408,84.78656769,1408,145.2609711,1408,155.159668,1408,74.54891968,
1407,41.70667648,1407,88.56998444,1407,103.1681442,1407,93.81806183,1407,84.17922211,1407,85.00550079,1407,82.07975769,1407,86.19829559,1407,91.48207092,1407,91.17362213,1407,97.65242004,1407,111.0341339,1407,84.9305191,1407,145.3984528,1407,155.1450195,1407,74.43043518,
1406,41.71528244,1406,88.79649353,1406,103.4802933,1406,94.00817871,1406,84.35001373,1406,85.33178711,1406,82.4644928,1406,86.30523682,1406,91.77119446,1406,91.15107727,1406,97.42436981,1406,110.89785,1406,85.18327332,1406,145.4477692,1406,155.0597839,1406,74.38746643,
1405,41.71602249,1405,89.10409546,1405,103.8984985,1405,94.29647827,1405,84.77198029,1405,85.56344604,1405,82.70856476,1405,86.52797699,1405,92.06850433,1405,91.18522644,1405,97.32778931,1405,110.8730087,1405,85.35083771,1405,145.5011597,1405,155.0387421,1405,74.38059998,
1404,41.71562958,1404,89.37500763,1404,104.1767731,1404,94.45001984,1404,85.03406525,1404,85.84611511,1404,82.96187592,1404,86.67667389,1404,92.35289764,1404,91.15991211,1404,97.22661591,1404,110.7331161,1404,85.54450989,1404,145.5206146,1404,154.9242554,1404,74.35613251,
1403,41.69113159,1403,89.71572876,1403,104.5999985,1403,94.73262787,1403,85.48945618,1403,86.12503052,1403,83.15040588,1403,86.90118408,1403,92.73222351,1403,91.28242493,1403,97.26239777,1403,110.6673965,1403,85.80651855,1403,145.5991516,1403,154.9338531,1403,74.32672882,
1402,41.71088791,1402,89.86056519,1402,104.8603439,1402,94.86432648,1402,85.60910797,1402,86.35215759,1402,83.43613434,1402,87.07614136,1402,92.96938324,1402,91.24017334,1402,97.08538818,1402,110.6492157,1402,86.02111816,1402,145.6527405,1402,154.8686523,1402,74.24832153,
1401,41.68684769,1401,90.10668945,1401,105.278862,1401,95.09481049,1401,85.96138,1401,86.62167358,1401,83.72390747,1401,87.17495728,1401,93.34719849,1401,91.28344727,1401,97.11678314,1401,110.63517,1401,86.2414093,1401,145.8484497,1401,154.8917389,1401,74.31767273,
1400,41.71362686,1400,90.3000412,1400,105.5238876,1400,95.11103821,1400,86.25234222,1400,86.76979828,1400,83.91571045,1400,87.28797913,1400,93.59099579,1400,91.22910309,1400,96.95404053,1400,110.5446472,1400,86.4589386,1400,145.7339325,1400,154.74086,1400,74.11954498,
1399,41.68219757,1399,90.51618958,1399,105.900444,1399,95.2900238,1399,86.51226807,1399,87.03939056,1399,84.17754364,1399,87.48505402,1399,93.83621979,1399,91.31090546,1399,97.072258,1399,110.5833435,1399,86.74544525,1399,145.8648834,1399,154.7396851,1399,74.20988464,
1398,41.66616058,1398,90.67207336,1398,106.2997208,1398,95.48768616,1398,86.81027222,1398,87.30760193,1398,84.42338562,1398,87.68527222,1398,94.20363617,1398,91.4235611,1398,97.12272644,1398,110.5826645,1398,87.05230713,1398,145.9738922,1398,154.8017426,1398,74.23265839,
1397,41.68586731,1397,90.86103821,1397,106.4464951,1397,95.47936249,1397,86.98583984,1397,87.45808411,1397,84.61369324,1397,87.69337463,1397,94.45798492,1397,91.40666962,1397,97.07405853,1397,110.4167786,1397,87.15167999,1397,145.9811554,1397,154.7089233,1397,74.18109894,
1396,41.70061874,1396,90.94023895,1396,106.7322998,1396,95.64669037,1396,87.157341,1396,87.6016922,1396,84.67081451,1396,87.77238464,1396,94.63565826,1396,91.34464264,1396,97.06773376,1396,110.4088058,1396,87.46139526,1396,145.9216156,1396,154.6403656,1396,73.99372864,
1395,41.67015076,1395,91.20735931,1395,107.069191,1395,95.80030823,1395,87.47967529,1395,87.8048172,1395,84.93625641,1395,87.95981598,1395,94.99053192,1395,91.44989777,1395,97.10115814,1395,110.4370956,1395,87.61475372,1395,146.1075134,1395,154.7028351,1395,74.07054901,
1394,41.68342209,1394,91.30212402,1394,107.2822113,1394,95.79896545,1394,87.65644836,1394,87.87696075,1394,85.08721924,1394,87.97616577,1394,95.2171402,1394,91.49532318,1394,97.12419128,1394,110.2407074,1394,87.89608765,1394,146.0377808,1394,154.5758514,1394,73.9957428,
1393,41.69193649,1393,91.38078308,1393,107.4468994,1393,95.86758423,1393,87.7975769,1393,88.1162796,1393,85.23817444,1393,88.09529877,1393,95.42992401,1393,91.45259857,1393,97.10462952,1393,110.0729218,1393,88.08164215,1393,146.1539154,1393,154.4527283,1393,74.02993774,
1392,41.68362427,1392,91.48754883,1392,107.7094116,1392,95.91577148,1392,88.05179596,1392,88.29333496,1392,85.36278534,1392,88.10551453,1392,95.66603088,1392,91.48770142,1392,96.90200043,1392,110.0323639,1392,88.25510406,1392,146.1381073,1392,154.4760132,1392,73.95877838,
1391,41.67313385,1391,91.60817719,1391,107.9624176,1391,96.03160858,1391,88.18832397,1391,88.29023743,1391,85.51376343,1391,88.23579407,1391,95.88683319,1391,91.48565674,1391,96.95623779,1391,109.8900681,1391,88.47595215,1391,146.0985107,1391,154.4246674,1391,73.86587524,
1390,41.65882492,1390,91.65864563,1390,108.1123962,1390,96.08066559,1390,88.34789276,1390,88.49764252,1390,85.59025574,1390,88.27693176,1390,96.09822845,1390,91.46484375,1390,96.89878082,1390,109.7991028,1390,88.67929077,1390,146.2211151,1390,154.4164124,1390,74.00183105,
1389,41.69525909,1389,91.69252014,1389,108.1930161,1389,95.96043396,1389,88.39879608,1389,88.5888443,1389,85.66143036,1389,88.27191925,1389,96.16417694,1389,91.38702393,1389,96.6684494,1389,109.5541,1389,88.84480286,1389,146.1500854,1389,154.2015991,1389,73.79828644,
1388,41.62662125,1388,91.9415741,1388,108.436142,1388,96.0435257,1388,88.68347168,1388,88.74752808,1388,85.91470337,1388,88.54206085,1388,96.41235352,1388,91.51792908,1388,96.75135803,1388,109.6187439,1388,89.15023804,1388,146.2759094,1388,154.5004272,1388,73.92470551,
1387,41.66327286,1387,91.83892822,1387,108.5519333,1387,95.85710907,1387,88.72444153,1387,88.76313782,1387,85.96993256,1387,88.46466064,1387,96.50915527,1387,91.47808838,1387,96.56893158,1387,109.4620819,1387,89.25632477,1387,146.2377625,1387,154.3162842,1387,73.81710052,
1386,41.69140625,1386,91.94551849,1386,108.6145172,1386,95.90142822,1386,88.8587265,1386,88.91207886,1386,86.00801849,1386,88.49359894,1386,96.63986969,1386,91.42896271,1386,96.33312225,1386,109.2739105,1386,89.3263855,1386,146.1100616,1386,154.1887054,1386,73.74329376,
1385,41.71470261,1385,91.99742889,1385,108.7167892,1385,95.73641968,1385,89.00511169,1385,88.95160675,1385,86.10945129,1385,88.55203247,1385,96.77927399,1385,91.37498474,1385,96.29345703,1385,109.2508926,1385,89.36672211,1385,146.102417,1385,154.097229,1385,73.70413208,
